image_path,annotated_path,label,norm_x,norm_y,eye_x,eye_y,eye_w,eye_h,pupil_x,pupil_y,kmeans_label
colds_repositioned_images/image0010797.jpg,Pupil_annotated_images/image0010797.jpg,left,0.15384615384615385,0.25,58,31,13,4,2,1,2
colds_repositioned_images/image0010825.jpg,Pupil_annotated_images/image0010825.jpg,left,0.18181818181818182,0.25,60,42,11,4,2,1,2
colds_repositioned_images/image0010887.jpg,Pupil_annotated_images/image0010887.jpg,top,0.36363636363636365,0.2,53,39,11,5,4,1,0
colds_repositioned_images/image0011018.jpg,Pupil_annotated_images/image0011018.jpg,top,0.36363636363636365,0.0,52,43,11,5,4,0,4
colds_repositioned_images/image0011035.jpg,Pupil_annotated_images/image0011035.jpg,top,0.14285714285714285,0.0,58,35,14,5,2,0,2
colds_repositioned_images/image0011087.jpg,Pupil_annotated_images/image0011087.jpg,top,0.8333333333333334,0.0,53,42,12,5,10,0,1
colds_repositioned_images/image0011118.jpg,Pupil_annotated_images/image0011118.jpg,top,0.16666666666666666,0.0,49,30,12,5,2,0,2
colds_repositioned_images/image0011216.jpg,Pupil_annotated_images/image0011216.jpg,top,0.6923076923076923,0.14285714285714285,56,31,13,7,9,1,3
colds_repositioned_images/image0011259.jpg,Pupil_annotated_images/image0011259.jpg,left,0.08333333333333333,0.2,53,39,12,5,1,1,2
colds_repositioned_images/image0011274.jpg,Pupil_annotated_images/image0011274.jpg,top,0.15384615384615385,0.0,62,32,13,6,2,0,2
colds_repositioned_images/image0011333.jpg,Pupil_annotated_images/image0011333.jpg,top,0.35714285714285715,0.0,60,35,14,5,5,0,4
colds_repositioned_images/image0011358.jpg,Pupil_annotated_images/image0011358.jpg,top,0.3333333333333333,0.0,56,41,12,5,4,0,4
colds_repositioned_images/image0011376.jpg,Pupil_annotated_images/image0011376.jpg,top,0.5384615384615384,0.25,56,40,13,4,7,1,3
colds_repositioned_images/image0011402.jpg,Pupil_annotated_images/image0011402.jpg,center,0.46153846153846156,0.4,57,41,13,5,6,2,0
colds_repositioned_images/image0011404.jpg,Pupil_annotated_images/image0011404.jpg,top,0.4375,0.14285714285714285,54,32,16,7,7,1,4
colds_repositioned_images/image0011415.jpg,Pupil_annotated_images/image0011415.jpg,right,0.8181818181818182,0.25,54,39,11,4,9,1,3
colds_repositioned_images/image0011417.jpg,Pupil_annotated_images/image0011417.jpg,top,0.38461538461538464,0.0,57,46,13,4,5,0,4
colds_repositioned_images/image0011538.jpg,Pupil_annotated_images/image0011538.jpg,top,0.2727272727272727,0.0,54,36,11,6,3,0,4
colds_repositioned_images/image0011554.jpg,Pupil_annotated_images/image0011554.jpg,top,0.5,0.0,56,39,12,5,6,0,4
colds_repositioned_images/image0011587.jpg,Pupil_annotated_images/image0011587.jpg,top,0.09090909090909091,0.0,57,41,11,5,1,0,2
colds_repositioned_images/image0011610.jpg,Pupil_annotated_images/image0011610.jpg,top,0.2727272727272727,0.25,59,41,11,4,3,1,0
colds_repositioned_images/image0011629.jpg,Pupil_annotated_images/image0011629.jpg,top,0.45454545454545453,0.14285714285714285,51,37,11,7,5,1,4
colds_repositioned_images/image0011674.jpg,Pupil_annotated_images/image0011674.jpg,left,0.1,0.25,48,39,10,4,1,1,2
colds_repositioned_images/image0011688.jpg,Pupil_annotated_images/image0011688.jpg,top,0.38461538461538464,0.0,57,35,13,7,5,0,4
colds_repositioned_images/image0011725.jpg,Pupil_annotated_images/image0011725.jpg,top,0.16666666666666666,0.0,55,37,12,6,2,0,2
colds_repositioned_images/image0011770.jpg,Pupil_annotated_images/image0011770.jpg,top,0.6,0.25,57,45,10,4,6,1,3
colds_repositioned_images/image0011890.jpg,Pupil_annotated_images/image0011890.jpg,top,0.09090909090909091,0.0,50,40,11,3,1,0,2
colds_repositioned_images/image0011918.jpg,Pupil_annotated_images/image0011918.jpg,center,0.42857142857142855,0.4,56,38,14,5,6,2,0
colds_repositioned_images/image0011935.jpg,Pupil_annotated_images/image0011935.jpg,top,0.45454545454545453,0.0,58,38,11,5,5,0,4
colds_repositioned_images/image0011945.jpg,Pupil_annotated_images/image0011945.jpg,top,0.5454545454545454,0.2,50,39,11,5,6,1,3
colds_repositioned_images/image0011976.jpg,Pupil_annotated_images/image0011976.jpg,top,0.45454545454545453,0.25,53,43,11,4,5,1,0
colds_repositioned_images/image0012026.jpg,Pupil_annotated_images/image0012026.jpg,top,0.4,0.0,57,41,10,4,4,0,4
colds_repositioned_images/image0012073.jpg,Pupil_annotated_images/image0012073.jpg,top,0.5384615384615384,0.0,58,40,13,2,7,0,4
colds_repositioned_images/image0012083.jpg,Pupil_annotated_images/image0012083.jpg,top,0.46153846153846156,0.0,52,41,13,6,6,0,4
colds_repositioned_images/image0012088.jpg,Pupil_annotated_images/image0012088.jpg,top,0.5,0.3333333333333333,57,38,12,6,6,2,0
colds_repositioned_images/image0012134.jpg,Pupil_annotated_images/image0012134.jpg,top,0.2727272727272727,0.0,54,33,11,5,3,0,4
colds_repositioned_images/image0012135.jpg,Pupil_annotated_images/image0012135.jpg,top,0.5,0.0,57,37,12,5,6,0,4
colds_repositioned_images/image0012192.jpg,Pupil_annotated_images/image0012192.jpg,top,0.5,0.0,62,47,12,5,6,0,4
colds_repositioned_images/image0012202.jpg,Pupil_annotated_images/image0012202.jpg,top,0.2,0.0,63,28,20,7,4,0,2
colds_repositioned_images/image0012206.jpg,Pupil_annotated_images/image0012206.jpg,top,0.5833333333333334,0.0,56,44,12,5,7,0,1
colds_repositioned_images/image0012225.jpg,Pupil_annotated_images/image0012225.jpg,top,0.4166666666666667,0.25,56,36,12,4,5,1,0
colds_repositioned_images/image0012268.jpg,Pupil_annotated_images/image0012268.jpg,top,0.46153846153846156,0.2,62,36,13,5,6,1,0
colds_repositioned_images/image0012281.jpg,Pupil_annotated_images/image0012281.jpg,left,0.0,0.0,56,33,12,6,0,0,2
colds_repositioned_images/image0012323.jpg,Pupil_annotated_images/image0012323.jpg,top,0.4166666666666667,0.3333333333333333,56,44,12,3,5,1,0
colds_repositioned_images/image0012331.jpg,Pupil_annotated_images/image0012331.jpg,top,0.6363636363636364,0.0,54,45,11,4,7,0,1
colds_repositioned_images/image0012361.jpg,Pupil_annotated_images/image0012361.jpg,top,0.6,0.16666666666666666,60,42,10,6,6,1,3
colds_repositioned_images/image0012373.jpg,Pupil_annotated_images/image0012373.jpg,top,0.5,0.3333333333333333,57,35,14,9,7,3,0
colds_repositioned_images/image0012395.jpg,Pupil_annotated_images/image0012395.jpg,top,0.3333333333333333,0.0,57,34,12,5,4,0,4
colds_repositioned_images/image0012396.jpg,Pupil_annotated_images/image0012396.jpg,top,0.3333333333333333,0.0,54,39,12,5,4,0,4
colds_repositioned_images/image0012402.jpg,Pupil_annotated_images/image0012402.jpg,top,0.6923076923076923,0.0,56,39,13,6,9,0,1
colds_repositioned_images/image0012406.jpg,Pupil_annotated_images/image0012406.jpg,top,0.6666666666666666,0.0,64,32,15,6,10,0,1
colds_repositioned_images/image0012437.jpg,Pupil_annotated_images/image0012437.jpg,top,0.5833333333333334,0.0,51,40,12,6,7,0,1
colds_repositioned_images/image0012455.jpg,Pupil_annotated_images/image0012455.jpg,top,0.6666666666666666,0.0,55,39,12,5,8,0,1
colds_repositioned_images/image0012456.jpg,Pupil_annotated_images/image0012456.jpg,top,0.5,0.0,56,40,12,5,6,0,4
colds_repositioned_images/image0012459.jpg,Pupil_annotated_images/image0012459.jpg,top,0.3333333333333333,0.25,57,34,15,4,5,1,0
colds_repositioned_images/image0012494.jpg,Pupil_annotated_images/image0012494.jpg,top,0.3076923076923077,0.16666666666666666,56,46,13,6,4,1,0
colds_repositioned_images/image0012556.jpg,Pupil_annotated_images/image0012556.jpg,top,0.3333333333333333,0.14285714285714285,63,27,18,7,6,1,4
colds_repositioned_images/image0012558.jpg,Pupil_annotated_images/image0012558.jpg,top,0.5,0.0,54,40,12,5,6,0,4
colds_repositioned_images/image0012560.jpg,Pupil_annotated_images/image0012560.jpg,top,0.7692307692307693,0.0,60,38,13,6,10,0,1
colds_repositioned_images/image0012597.jpg,Pupil_annotated_images/image0012597.jpg,right,0.7857142857142857,0.3333333333333333,61,37,14,6,11,2,3
colds_repositioned_images/image0012618.jpg,Pupil_annotated_images/image0012618.jpg,top,0.3076923076923077,0.0,59,44,13,4,4,0,4
colds_repositioned_images/image0012667.jpg,Pupil_annotated_images/image0012667.jpg,left,0.14285714285714285,0.25,58,37,14,4,2,1,2
colds_repositioned_images/image0012719.jpg,Pupil_annotated_images/image0012719.jpg,top,0.3333333333333333,0.0,52,39,9,5,3,0,4
colds_repositioned_images/image0012769.jpg,Pupil_annotated_images/image0012769.jpg,top,0.5,0.16666666666666666,55,38,12,6,6,1,4
colds_repositioned_images/image0012784.jpg,Pupil_annotated_images/image0012784.jpg,top,0.16666666666666666,0.0,61,40,12,5,2,0,2
colds_repositioned_images/image0012790.jpg,Pupil_annotated_images/image0012790.jpg,top,0.6363636363636364,0.0,55,37,11,4,7,0,1
colds_repositioned_images/image0012828.jpg,Pupil_annotated_images/image0012828.jpg,top,0.7692307692307693,0.0,60,39,13,7,10,0,1
colds_repositioned_images/image0012831.jpg,Pupil_annotated_images/image0012831.jpg,top,0.4666666666666667,0.1111111111111111,54,29,15,9,7,1,4
colds_repositioned_images/image0012865.jpg,Pupil_annotated_images/image0012865.jpg,center,0.45454545454545453,0.4,56,40,11,5,5,2,0
colds_repositioned_images/image0012871.jpg,Pupil_annotated_images/image0012871.jpg,top,0.8461538461538461,0.0,58,35,13,7,11,0,1
colds_repositioned_images/image0012885.jpg,Pupil_annotated_images/image0012885.jpg,top,0.38461538461538464,0.0,60,37,13,6,5,0,4
colds_repositioned_images/image0012922.jpg,Pupil_annotated_images/image0012922.jpg,top,0.5454545454545454,0.0,54,41,11,4,6,0,4
colds_repositioned_images/image0012924.jpg,Pupil_annotated_images/image0012924.jpg,top,0.4166666666666667,0.0,58,37,12,6,5,0,4
colds_repositioned_images/image0012969.jpg,Pupil_annotated_images/image0012969.jpg,left,0.3333333333333333,0.3333333333333333,55,39,12,3,4,1,0
colds_repositioned_images/image0013006.jpg,Pupil_annotated_images/image0013006.jpg,top,0.3333333333333333,0.0,51,38,9,5,3,0,4
colds_repositioned_images/image0013025.jpg,Pupil_annotated_images/image0013025.jpg,top,0.7142857142857143,0.0,58,35,14,6,10,0,1
colds_repositioned_images/image0013044.jpg,Pupil_annotated_images/image0013044.jpg,top,0.46153846153846156,0.0,59,40,13,4,6,0,4
colds_repositioned_images/image0013053.jpg,Pupil_annotated_images/image0013053.jpg,top,0.7272727272727273,0.2,56,41,11,5,8,1,3
colds_repositioned_images/image0013066.jpg,Pupil_annotated_images/image0013066.jpg,top,0.8181818181818182,0.0,58,37,11,5,9,0,1
colds_repositioned_images/image0013072.jpg,Pupil_annotated_images/image0013072.jpg,top,0.14285714285714285,0.0,60,35,14,7,2,0,2
colds_repositioned_images/image0013078.jpg,Pupil_annotated_images/image0013078.jpg,top,0.38461538461538464,0.0,57,36,13,5,5,0,4
colds_repositioned_images/image0013119.jpg,Pupil_annotated_images/image0013119.jpg,top,0.46153846153846156,0.0,55,38,13,7,6,0,4
colds_repositioned_images/image0013169.jpg,Pupil_annotated_images/image0013169.jpg,top,0.3333333333333333,0.25,52,42,9,4,3,1,0
colds_repositioned_images/image0013175.jpg,Pupil_annotated_images/image0013175.jpg,top,0.5,0.0,55,37,14,5,7,0,4
colds_repositioned_images/image0013181.jpg,Pupil_annotated_images/image0013181.jpg,top,0.6,0.2,51,41,10,5,6,1,3
colds_repositioned_images/image0013193.jpg,Pupil_annotated_images/image0013193.jpg,top,0.3333333333333333,0.16666666666666666,57,33,15,6,5,1,0
colds_repositioned_images/image0013231.jpg,Pupil_annotated_images/image0013231.jpg,top,0.3333333333333333,0.125,56,29,15,8,5,1,4
colds_repositioned_images/image0013240.jpg,Pupil_annotated_images/image0013240.jpg,top,0.5384615384615384,0.14285714285714285,58,42,13,7,7,1,3
colds_repositioned_images/image0013245.jpg,Pupil_annotated_images/image0013245.jpg,left,0.07142857142857142,0.16666666666666666,54,29,14,6,1,1,2
colds_repositioned_images/image0013249.jpg,Pupil_annotated_images/image0013249.jpg,top,0.5,0.0,54,37,14,6,7,0,4
colds_repositioned_images/image0013264.jpg,Pupil_annotated_images/image0013264.jpg,top,0.6363636363636364,0.25,54,43,11,4,7,1,3
colds_repositioned_images/image0013297.jpg,Pupil_annotated_images/image0013297.jpg,top,0.47058823529411764,0.2857142857142857,61,39,17,7,8,2,0
colds_repositioned_images/image0013306.jpg,Pupil_annotated_images/image0013306.jpg,top,0.15384615384615385,0.0,55,40,13,5,2,0,2
colds_repositioned_images/image0013322.jpg,Pupil_annotated_images/image0013322.jpg,top,0.0625,0.0,59,27,16,5,1,0,2
colds_repositioned_images/image0013328.jpg,Pupil_annotated_images/image0013328.jpg,top,0.8235294117647058,0.0,57,30,17,8,14,0,1
colds_repositioned_images/image0013329.jpg,Pupil_annotated_images/image0013329.jpg,top,0.23076923076923078,0.0,53,35,13,8,3,0,2
colds_repositioned_images/image0013502.jpg,Pupil_annotated_images/image0013502.jpg,top,0.2727272727272727,0.0,54,39,11,5,3,0,4
colds_repositioned_images/image0013514.jpg,Pupil_annotated_images/image0013514.jpg,top,0.4166666666666667,0.3333333333333333,55,41,12,3,5,1,0
colds_repositioned_images/image0013572.jpg,Pupil_annotated_images/image0013572.jpg,top,0.4666666666666667,0.125,59,29,15,8,7,1,4
colds_repositioned_images/image0013588.jpg,Pupil_annotated_images/image0013588.jpg,top,0.8235294117647058,0.0,58,27,17,6,14,0,1
colds_repositioned_images/image0013602.jpg,Pupil_annotated_images/image0013602.jpg,top,0.6363636363636364,0.0,52,35,11,6,7,0,1
colds_repositioned_images/image0013615.jpg,Pupil_annotated_images/image0013615.jpg,top,0.21428571428571427,0.2,57,41,14,5,3,1,2
colds_repositioned_images/image0013647.jpg,Pupil_annotated_images/image0013647.jpg,top,0.3076923076923077,0.14285714285714285,54,42,13,7,4,1,2
colds_repositioned_images/image0013648.jpg,Pupil_annotated_images/image0013648.jpg,left,0.25,0.25,53,36,12,4,3,1,0
colds_repositioned_images/image0013666.jpg,Pupil_annotated_images/image0013666.jpg,top,0.2857142857142857,0.0,58,30,14,7,4,0,4
colds_repositioned_images/image0013697.jpg,Pupil_annotated_images/image0013697.jpg,top,0.46153846153846156,0.0,56,34,13,5,6,0,4
colds_repositioned_images/image0013733.jpg,Pupil_annotated_images/image0013733.jpg,top,0.45454545454545453,0.3333333333333333,56,36,11,3,5,1,0
colds_repositioned_images/image0013740.jpg,Pupil_annotated_images/image0013740.jpg,top,0.7272727272727273,0.0,56,40,11,5,8,0,1
colds_repositioned_images/image0013759.jpg,Pupil_annotated_images/image0013759.jpg,top,0.7,0.0,56,40,10,4,7,0,1
colds_repositioned_images/image0013784.jpg,Pupil_annotated_images/image0013784.jpg,left,0.07692307692307693,0.5,55,32,13,6,1,3,2
colds_repositioned_images/image0013790.jpg,Pupil_annotated_images/image0013790.jpg,top,0.5333333333333333,0.0,57,38,15,5,8,0,4
colds_repositioned_images/image0013791.jpg,Pupil_annotated_images/image0013791.jpg,top,0.6666666666666666,0.25,47,44,6,4,4,1,3
colds_repositioned_images/image0013821.jpg,Pupil_annotated_images/image0013821.jpg,center,0.42857142857142855,0.4,60,37,14,5,6,2,0
colds_repositioned_images/image0013837.jpg,Pupil_annotated_images/image0013837.jpg,center,0.42857142857142855,0.42857142857142855,63,42,14,7,6,3,0
colds_repositioned_images/image0013857.jpg,Pupil_annotated_images/image0013857.jpg,top,0.26666666666666666,0.125,57,24,15,8,4,1,2
colds_repositioned_images/image0013864.jpg,Pupil_annotated_images/image0013864.jpg,left,0.08333333333333333,0.25,56,37,12,4,1,1,2
colds_repositioned_images/image0013872.jpg,Pupil_annotated_images/image0013872.jpg,center,0.46153846153846156,0.4,53,37,13,5,6,2,0
colds_repositioned_images/image0013878.jpg,Pupil_annotated_images/image0013878.jpg,top,0.46153846153846156,0.0,58,39,13,5,6,0,4
colds_repositioned_images/image0013909.jpg,Pupil_annotated_images/image0013909.jpg,top,0.38461538461538464,0.0,56,47,13,6,5,0,4
colds_repositioned_images/image0013919.jpg,Pupil_annotated_images/image0013919.jpg,top,0.5,0.25,56,47,12,4,6,1,0
colds_repositioned_images/image0013932.jpg,Pupil_annotated_images/image0013932.jpg,top,0.38461538461538464,0.125,54,37,13,8,5,1,4
colds_repositioned_images/image0013968.jpg,Pupil_annotated_images/image0013968.jpg,top,0.47058823529411764,0.3333333333333333,62,28,17,6,8,2,0
colds_repositioned_images/image0013975.jpg,Pupil_annotated_images/image0013975.jpg,top,0.3076923076923077,0.16666666666666666,51,39,13,6,4,1,0
colds_repositioned_images/image0013978.jpg,Pupil_annotated_images/image0013978.jpg,top,0.5294117647058824,0.16666666666666666,63,29,17,6,9,1,3
colds_repositioned_images/image0013979.jpg,Pupil_annotated_images/image0013979.jpg,top,0.5384615384615384,0.3333333333333333,56,40,13,3,7,1,0
colds_repositioned_images/image0013984.jpg,Pupil_annotated_images/image0013984.jpg,top,0.5,0.2,57,41,14,5,7,1,0
colds_repositioned_images/image0013986.jpg,Pupil_annotated_images/image0013986.jpg,top,0.45454545454545453,0.25,55,40,11,4,5,1,0
colds_repositioned_images/image0013989.jpg,Pupil_annotated_images/image0013989.jpg,top,0.25,0.2,55,42,12,5,3,1,2
colds_repositioned_images/image0014035.jpg,Pupil_annotated_images/image0014035.jpg,top,0.6,0.0,60,44,10,4,6,0,1
colds_repositioned_images/image0014066.jpg,Pupil_annotated_images/image0014066.jpg,top,0.46153846153846156,0.3333333333333333,58,46,13,3,6,1,0
colds_repositioned_images/image0014095.jpg,Pupil_annotated_images/image0014095.jpg,top,0.6153846153846154,0.0,56,40,13,5,8,0,1
colds_repositioned_images/image0014112.jpg,Pupil_annotated_images/image0014112.jpg,top,0.3,0.0,53,35,10,5,3,0,4
colds_repositioned_images/image0014139.jpg,Pupil_annotated_images/image0014139.jpg,top,0.8181818181818182,0.0,56,44,11,6,9,0,1
colds_repositioned_images/image0014157.jpg,Pupil_annotated_images/image0014157.jpg,top,0.8333333333333334,0.0,54,42,12,4,10,0,1
colds_repositioned_images/image0014158.jpg,Pupil_annotated_images/image0014158.jpg,top,0.5,0.0,51,34,10,5,5,0,4
colds_repositioned_images/image0014181.jpg,Pupil_annotated_images/image0014181.jpg,top,0.5454545454545454,0.0,58,41,11,5,6,0,4
colds_repositioned_images/image0014214.jpg,Pupil_annotated_images/image0014214.jpg,right,0.75,0.3333333333333333,55,41,12,3,9,1,3
colds_repositioned_images/image0014221.jpg,Pupil_annotated_images/image0014221.jpg,top,0.4166666666666667,0.0,55,35,12,4,5,0,4
colds_repositioned_images/image0014242.jpg,Pupil_annotated_images/image0014242.jpg,top,0.3,0.0,56,40,10,5,3,0,4
colds_repositioned_images/image0014251.jpg,Pupil_annotated_images/image0014251.jpg,top,0.16666666666666666,0.0,52,34,12,7,2,0,2
colds_repositioned_images/image0014258.jpg,Pupil_annotated_images/image0014258.jpg,top,0.5,0.0,57,36,14,6,7,0,4
colds_repositioned_images/image0014268.jpg,Pupil_annotated_images/image0014268.jpg,top,0.3333333333333333,0.25,62,40,12,4,4,1,0
colds_repositioned_images/image0014285.jpg,Pupil_annotated_images/image0014285.jpg,center,0.42857142857142855,0.4,56,33,14,5,6,2,0
colds_repositioned_images/image0014311.jpg,Pupil_annotated_images/image0014311.jpg,top,0.7777777777777778,0.2,49,43,9,5,7,1,3
colds_repositioned_images/image0014330.jpg,Pupil_annotated_images/image0014330.jpg,top,0.7857142857142857,0.0,59,37,14,6,11,0,1
colds_repositioned_images/image0014337.jpg,Pupil_annotated_images/image0014337.jpg,top,0.2857142857142857,0.0,56,33,14,5,4,0,4
colds_repositioned_images/image0014346.jpg,Pupil_annotated_images/image0014346.jpg,top,0.46153846153846156,0.14285714285714285,57,34,13,7,6,1,4
colds_repositioned_images/image0014395.jpg,Pupil_annotated_images/image0014395.jpg,top,0.25,0.0,57,41,12,3,3,0,4
colds_repositioned_images/image0014424.jpg,Pupil_annotated_images/image0014424.jpg,top,0.5,0.0,56,42,10,5,5,0,4
colds_repositioned_images/image0014428.jpg,Pupil_annotated_images/image0014428.jpg,left,0.18181818181818182,0.3333333333333333,55,35,11,3,2,1,2
colds_repositioned_images/image0014440.jpg,Pupil_annotated_images/image0014440.jpg,top,0.6153846153846154,0.25,56,38,13,4,8,1,3
colds_repositioned_images/image0014462.jpg,Pupil_annotated_images/image0014462.jpg,top,0.3,0.0,50,35,10,6,3,0,4
colds_repositioned_images/image0014466.jpg,Pupil_annotated_images/image0014466.jpg,top,0.45454545454545453,0.0,54,32,11,6,5,0,4
colds_repositioned_images/image0014476.jpg,Pupil_annotated_images/image0014476.jpg,top,0.42857142857142855,0.0,54,33,14,6,6,0,4
colds_repositioned_images/image0014489.jpg,Pupil_annotated_images/image0014489.jpg,top,0.45454545454545453,0.0,51,45,11,6,5,0,4
colds_repositioned_images/image0014503.jpg,Pupil_annotated_images/image0014503.jpg,right,0.75,0.25,57,28,16,8,12,2,3
colds_repositioned_images/image0014526.jpg,Pupil_annotated_images/image0014526.jpg,top,0.3333333333333333,0.0,62,37,12,3,4,0,4
colds_repositioned_images/image0014532.jpg,Pupil_annotated_images/image0014532.jpg,top,0.5,0.0,57,26,16,8,8,0,4
colds_repositioned_images/image0014542.jpg,Pupil_annotated_images/image0014542.jpg,top,0.5454545454545454,0.0,52,37,11,6,6,0,4
colds_repositioned_images/image0014571.jpg,Pupil_annotated_images/image0014571.jpg,top,0.46153846153846156,0.0,63,35,13,7,6,0,4
colds_repositioned_images/image0014584.jpg,Pupil_annotated_images/image0014584.jpg,top,0.5,0.0,56,36,12,4,6,0,4
colds_repositioned_images/image0014593.jpg,Pupil_annotated_images/image0014593.jpg,left,0.0,0.0,57,36,12,4,0,0,2
colds_repositioned_images/image0014607.jpg,Pupil_annotated_images/image0014607.jpg,left,0.07692307692307693,0.2,55,41,13,5,1,1,2
colds_repositioned_images/image0014613.jpg,Pupil_annotated_images/image0014613.jpg,top,0.4666666666666667,0.25,59,28,15,4,7,1,0
colds_repositioned_images/image0014615.jpg,Pupil_annotated_images/image0014615.jpg,right,0.8333333333333334,0.3333333333333333,55,38,12,6,10,2,3
colds_repositioned_images/image0014659.jpg,Pupil_annotated_images/image0014659.jpg,top,0.35714285714285715,0.3333333333333333,55,37,14,6,5,2,0
colds_repositioned_images/image0014750.jpg,Pupil_annotated_images/image0014750.jpg,top,0.8181818181818182,0.0,55,36,11,5,9,0,1
colds_repositioned_images/image0014756.jpg,Pupil_annotated_images/image0014756.jpg,top,0.4,0.0,60,31,15,7,6,0,4
colds_repositioned_images/image0014758.jpg,Pupil_annotated_images/image0014758.jpg,top,0.36363636363636365,0.25,55,39,11,4,4,1,0
colds_repositioned_images/image0014774.jpg,Pupil_annotated_images/image0014774.jpg,top,0.36363636363636365,0.0,50,30,11,5,4,0,4
colds_repositioned_images/image0014776.jpg,Pupil_annotated_images/image0014776.jpg,top,0.45454545454545453,0.25,54,40,11,4,5,1,0
colds_repositioned_images/image0014778.jpg,Pupil_annotated_images/image0014778.jpg,top,0.7,0.2,51,35,10,5,7,1,3
colds_repositioned_images/image0014792.jpg,Pupil_annotated_images/image0014792.jpg,top,0.6363636363636364,0.25,56,42,11,4,7,1,3
colds_repositioned_images/image0014801.jpg,Pupil_annotated_images/image0014801.jpg,top,0.2727272727272727,0.25,51,39,11,4,3,1,0
colds_repositioned_images/image0014817.jpg,Pupil_annotated_images/image0014817.jpg,top,0.8,0.0,51,44,10,5,8,0,1
colds_repositioned_images/image0014851.jpg,Pupil_annotated_images/image0014851.jpg,right,0.8461538461538461,0.4,57,41,13,5,11,2,3
colds_repositioned_images/image0014877.jpg,Pupil_annotated_images/image0014877.jpg,top,0.18181818181818182,0.0,51,37,11,5,2,0,2
colds_repositioned_images/image0014887.jpg,Pupil_annotated_images/image0014887.jpg,top,0.7777777777777778,0.0,46,41,9,5,7,0,1
colds_repositioned_images/image0014896.jpg,Pupil_annotated_images/image0014896.jpg,left,0.16666666666666666,0.25,61,36,12,4,2,1,2
colds_repositioned_images/image0014910.jpg,Pupil_annotated_images/image0014910.jpg,top,0.6363636363636364,0.0,55,42,11,2,7,0,1
colds_repositioned_images/image0014916.jpg,Pupil_annotated_images/image0014916.jpg,top,0.3,0.0,57,36,10,4,3,0,4
colds_repositioned_images/image0014923.jpg,Pupil_annotated_images/image0014923.jpg,top,0.23076923076923078,0.0,56,32,13,5,3,0,2
colds_repositioned_images/image0014946.jpg,Pupil_annotated_images/image0014946.jpg,top,0.4,0.25,55,38,10,4,4,1,0
colds_repositioned_images/image0014949.jpg,Pupil_annotated_images/image0014949.jpg,left,0.13333333333333333,0.2,60,33,15,5,2,1,2
colds_repositioned_images/image0014952.jpg,Pupil_annotated_images/image0014952.jpg,top,0.38461538461538464,0.2,57,37,13,5,5,1,0
colds_repositioned_images/image0014995.jpg,Pupil_annotated_images/image0014995.jpg,left,0.1111111111111111,0.25,51,40,9,4,1,1,2
colds_repositioned_images/image0014997.jpg,Pupil_annotated_images/image0014997.jpg,top,0.75,0.2,51,42,12,5,9,1,3
colds_repositioned_images/image0014998.jpg,Pupil_annotated_images/image0014998.jpg,top,0.38461538461538464,0.0,58,41,13,6,5,0,4
colds_repositioned_images/image0015048.jpg,Pupil_annotated_images/image0015048.jpg,top,0.1,0.0,52,36,10,3,1,0,2
colds_repositioned_images/image0015092.jpg,Pupil_annotated_images/image0015092.jpg,center,0.5,0.5,54,43,14,8,7,4,0
colds_repositioned_images/image0015100.jpg,Pupil_annotated_images/image0015100.jpg,top,0.6842105263157895,0.2222222222222222,61,31,19,9,13,2,3
colds_repositioned_images/image0015119.jpg,Pupil_annotated_images/image0015119.jpg,left,0.1,0.4,48,38,10,5,1,2,2
colds_repositioned_images/image0015124.jpg,Pupil_annotated_images/image0015124.jpg,top,0.6923076923076923,0.2,63,39,13,5,9,1,3
colds_repositioned_images/image0015130.jpg,Pupil_annotated_images/image0015130.jpg,right,0.7692307692307693,0.2857142857142857,55,37,13,7,10,2,3
colds_repositioned_images/image0015157.jpg,Pupil_annotated_images/image0015157.jpg,top,0.3333333333333333,0.2,58,41,12,5,4,1,0
colds_repositioned_images/image0015162.jpg,Pupil_annotated_images/image0015162.jpg,top,0.42857142857142855,0.0,57,34,14,5,6,0,4
colds_repositioned_images/image0015183.jpg,Pupil_annotated_images/image0015183.jpg,top,0.45454545454545453,0.0,55,38,11,5,5,0,4
colds_repositioned_images/image0015198.jpg,Pupil_annotated_images/image0015198.jpg,top,0.35714285714285715,0.16666666666666666,57,41,14,6,5,1,0
colds_repositioned_images/image0015241.jpg,Pupil_annotated_images/image0015241.jpg,top,0.4666666666666667,0.375,60,37,15,8,7,3,0
colds_repositioned_images/image0015257.jpg,Pupil_annotated_images/image0015257.jpg,top,0.6666666666666666,0.0,52,40,12,5,8,0,1
colds_repositioned_images/image0015303.jpg,Pupil_annotated_images/image0015303.jpg,top,0.25,0.2,49,32,12,5,3,1,2
colds_repositioned_images/image0015313.jpg,Pupil_annotated_images/image0015313.jpg,top,0.16666666666666666,0.0,57,40,12,6,2,0,2
colds_repositioned_images/image0015322.jpg,Pupil_annotated_images/image0015322.jpg,top,0.4166666666666667,0.0,54,37,12,4,5,0,4
colds_repositioned_images/image0015335.jpg,Pupil_annotated_images/image0015335.jpg,right,0.7272727272727273,0.6,52,39,11,5,8,3,3
colds_repositioned_images/image0015357.jpg,Pupil_annotated_images/image0015357.jpg,top,0.5384615384615384,0.0,54,37,13,5,7,0,4
